DAY_DATE,YEAR,MONTH,MONTH_NAME,DAY_OF_MON,DAY_OF_WEEK,WEEK_OF_YEAR,DAY_OF_YEAR
2015-07-31,2015,7,Jul,31,5,31,212
2015-08-01,2015,8,Aug,1,6,31,213
2015-08-02,2015,8,Aug,2,0,31,214
2015-08-03,2015,8,Aug,3,1,32,215
2015-08-04,2015,8,Aug,4,2,32,216
2015-08-05,2015,8,Aug,5,3,32,217
2015-08-06,2015,8,Aug,6,4,32,218
2015-08-07,2015,8,Aug,7,5,32,219
2015-08-08,2015,8,Aug,8,6,32,220
2015-08-09,2015,8,Aug,9,0,32,221
2015-08-10,2015,8,Aug,10,1,33,222
2015-08-11,2015,8,Aug,11,2,33,223
2015-08-12,2015,8,Aug,12,3,33,224
2015-08-13,2015,8,Aug,13,4,33,225
2015-08-14,2015,8,Aug,14,5,33,226
2015-08-15,2015,8,Aug,15,6,33,227
2015-08-16,2015,8,Aug,16,0,33,228
2015-08-17,2015,8,Aug,17,1,34,229
2015-08-18,2015,8,Aug,18,2,34,230
2015-08-19,2015,8,Aug,19,3,34,231
2015-08-20,2015,8,Aug,20,4,34,232
2015-08-21,2015,8,Aug,21,5,34,233
2015-08-22,2015,8,Aug,22,6,34,234
2015-08-23,2015,8,Aug,23,0,34,235
2015-08-24,2015,8,Aug,24,1,35,236
2015-08-25,2015,8,Aug,25,2,35,237
2015-08-26,2015,8,Aug,26,3,35,238
2015-08-27,2015,8,Aug,27,4,35,239
2015-08-28,2015,8,Aug,28,5,35,240
2015-08-29,2015,8,Aug,29,6,35,241
2015-08-30,2015,8,Aug,30,0,35,242
2015-08-31,2015,8,Aug,31,1,36,243
2015-09-01,2015,9,Sep,1,2,36,244
2015-09-02,2015,9,Sep,2,3,36,245
2015-09-03,2015,9,Sep,3,4,36,246
2015-09-04,2015,9,Sep,4,5,36,247
2015-09-05,2015,9,Sep,5,6,36,248
2015-09-06,2015,9,Sep,6,0,36,249
2015-09-07,2015,9,Sep,7,1,37,250
2015-09-08,2015,9,Sep,8,2,37,251
2015-09-09,2015,9,Sep,9,3,37,252
2015-09-10,2015,9,Sep,10,4,37,253
2015-09-11,2015,9,Sep,11,5,37,254
2015-09-12,2015,9,Sep,12,6,37,255
2015-09-13,2015,9,Sep,13,0,37,256
2015-09-14,2015,9,Sep,14,1,38,257
2015-09-15,2015,9,Sep,15,2,38,258
2015-09-16,2015,9,Sep,16,3,38,259
2015-09-17,2015,9,Sep,17,4,38,260
2015-09-18,2015,9,Sep,18,5,38,261
2015-09-19,2015,9,Sep,19,6,38,262
2015-09-20,2015,9,Sep,20,0,38,263
2015-09-21,2015,9,Sep,21,1,39,264
2015-09-22,2015,9,Sep,22,2,39,265
2015-09-23,2015,9,Sep,23,3,39,266
2015-09-24,2015,9,Sep,24,4,39,267
2015-09-25,2015,9,Sep,25,5,39,268
2015-09-26,2015,9,Sep,26,6,39,269
2015-09-27,2015,9,Sep,27,0,39,270
2015-09-28,2015,9,Sep,28,1,40,271
2015-09-29,2015,9,Sep,29,2,40,272
2015-09-30,2015,9,Sep,30,3,40,273
2015-10-01,2015,10,Oct,1,4,40,274
2015-10-02,2015,10,Oct,2,5,40,275
2015-10-03,2015,10,Oct,3,6,40,276
2015-10-04,2015,10,Oct,4,0,40,277
2015-10-05,2015,10,Oct,5,1,41,278
2015-10-06,2015,10,Oct,6,2,41,279
2015-10-07,2015,10,Oct,7,3,41,280
2015-10-08,2015,10,Oct,8,4,41,281
2015-10-09,2015,10,Oct,9,5,41,282
2015-10-10,2015,10,Oct,10,6,41,283
2015-10-11,2015,10,Oct,11,0,41,284
2015-10-12,2015,10,Oct,12,1,42,285
2015-10-13,2015,10,Oct,13,2,42,286
2015-10-14,2015,10,Oct,14,3,42,287
2015-10-15,2015,10,Oct,15,4,42,288
2015-10-16,2015,10,Oct,16,5,42,289
2015-10-17,2015,10,Oct,17,6,42,290
2015-10-18,2015,10,Oct,18,0,42,291
2015-10-19,2015,10,Oct,19,1,43,292
2015-10-20,2015,10,Oct,20,2,43,293
2015-10-21,2015,10,Oct,21,3,43,294
2015-10-22,2015,10,Oct,22,4,43,295
2015-10-23,2015,10,Oct,23,5,43,296
2015-10-24,2015,10,Oct,24,6,43,297
2015-10-25,2015,10,Oct,25,0,43,298
2015-10-26,2015,10,Oct,26,1,44,299
2015-10-27,2015,10,Oct,27,2,44,300
2015-10-28,2015,10,Oct,28,3,44,301
2015-10-29,2015,10,Oct,29,4,44,302
2015-10-30,2015,10,Oct,30,5,44,303
2015-10-31,2015,10,Oct,31,6,44,304
2015-11-01,2015,11,Nov,1,0,44,305
2015-11-02,2015,11,Nov,2,1,45,306
2015-11-03,2015,11,Nov,3,2,45,307
2015-11-04,2015,11,Nov,4,3,45,308
2015-11-05,2015,11,Nov,5,4,45,309
2015-11-06,2015,11,Nov,6,5,45,310
2015-11-07,2015,11,Nov,7,6,45,311
2015-11-08,2015,11,Nov,8,0,45,312
2015-11-09,2015,11,Nov,9,1,46,313
2015-11-10,2015,11,Nov,10,2,46,314
2015-11-11,2015,11,Nov,11,3,46,315
2015-11-12,2015,11,Nov,12,4,46,316
2015-11-13,2015,11,Nov,13,5,46,317
2015-11-14,2015,11,Nov,14,6,46,318
2015-11-15,2015,11,Nov,15,0,46,319
2015-11-16,2015,11,Nov,16,1,47,320
2015-11-17,2015,11,Nov,17,2,47,321
2015-11-18,2015,11,Nov,18,3,47,322
2015-11-19,2015,11,Nov,19,4,47,323
2015-11-20,2015,11,Nov,20,5,47,324
2015-11-21,2015,11,Nov,21,6,47,325
2015-11-22,2015,11,Nov,22,0,47,326
2015-11-23,2015,11,Nov,23,1,48,327
2015-11-24,2015,11,Nov,24,2,48,328
2015-11-25,2015,11,Nov,25,3,48,329
2015-11-26,2015,11,Nov,26,4,48,330
2015-11-27,2015,11,Nov,27,5,48,331
2015-11-28,2015,11,Nov,28,6,48,332
2015-11-29,2015,11,Nov,29,0,48,333
2015-11-30,2015,11,Nov,30,1,49,334
2015-12-01,2015,12,Dec,1,2,49,335
2015-12-02,2015,12,Dec,2,3,49,336
2015-12-03,2015,12,Dec,3,4,49,337
2015-12-04,2015,12,Dec,4,5,49,338
2015-12-05,2015,12,Dec,5,6,49,339
2015-12-06,2015,12,Dec,6,0,49,340
2015-12-07,2015,12,Dec,7,1,50,341
2015-12-08,2015,12,Dec,8,2,50,342
2015-12-09,2015,12,Dec,9,3,50,343
2015-12-10,2015,12,Dec,10,4,50,344
2015-12-11,2015,12,Dec,11,5,50,345
2015-12-12,2015,12,Dec,12,6,50,346
2015-12-13,2015,12,Dec,13,0,50,347
2015-12-14,2015,12,Dec,14,1,51,348
2015-12-15,2015,12,Dec,15,2,51,349
2015-12-16,2015,12,Dec,16,3,51,350
2015-12-17,2015,12,Dec,17,4,51,351
2015-12-18,2015,12,Dec,18,5,51,352
2015-12-19,2015,12,Dec,19,6,51,353
2015-12-20,2015,12,Dec,20,0,51,354
2015-12-21,2015,12,Dec,21,1,52,355
2015-12-22,2015,12,Dec,22,2,52,356
2015-12-23,2015,12,Dec,23,3,52,357
2015-12-24,2015,12,Dec,24,4,52,358
2015-12-25,2015,12,Dec,25,5,52,359
2015-12-26,2015,12,Dec,26,6,52,360
2015-12-27,2015,12,Dec,27,0,52,361
2015-12-28,2015,12,Dec,28,1,53,362
2015-12-29,2015,12,Dec,29,2,53,363
2015-12-30,2015,12,Dec,30,3,53,364
2015-12-31,2015,12,Dec,31,4,53,365
2016-01-01,2016,1,Jan,1,5,53,1
2016-01-02,2016,1,Jan,2,6,53,2
2016-01-03,2016,1,Jan,3,0,53,3
2016-01-04,2016,1,Jan,4,1,1,4
2016-01-05,2016,1,Jan,5,2,1,5
2016-01-06,2016,1,Jan,6,3,1,6
2016-01-07,2016,1,Jan,7,4,1,7
2016-01-08,2016,1,Jan,8,5,1,8
2016-01-09,2016,1,Jan,9,6,1,9
2016-01-10,2016,1,Jan,10,0,1,10
2016-01-11,2016,1,Jan,11,1,2,11
2016-01-12,2016,1,Jan,12,2,2,12
2016-01-13,2016,1,Jan,13,3,2,13
2016-01-14,2016,1,Jan,14,4,2,14
2016-01-15,2016,1,Jan,15,5,2,15
2016-01-16,2016,1,Jan,16,6,2,16
2016-01-17,2016,1,Jan,17,0,2,17
2016-01-18,2016,1,Jan,18,1,3,18
2016-01-19,2016,1,Jan,19,2,3,19
2016-01-20,2016,1,Jan,20,3,3,20
2016-01-21,2016,1,Jan,21,4,3,21
2016-01-22,2016,1,Jan,22,5,3,22
2016-01-23,2016,1,Jan,23,6,3,23
2016-01-24,2016,1,Jan,24,0,3,24
2016-01-25,2016,1,Jan,25,1,4,25
2016-01-26,2016,1,Jan,26,2,4,26
2016-01-27,2016,1,Jan,27,3,4,27
2016-01-28,2016,1,Jan,28,4,4,28
2016-01-29,2016,1,Jan,29,5,4,29
2016-01-30,2016,1,Jan,30,6,4,30
2016-01-31,2016,1,Jan,31,0,4,31
2016-02-01,2016,2,Feb,1,1,5,32
2016-02-02,2016,2,Feb,2,2,5,33
2016-02-03,2016,2,Feb,3,3,5,34
2016-02-04,2016,2,Feb,4,4,5,35
2016-02-05,2016,2,Feb,5,5,5,36
2016-02-06,2016,2,Feb,6,6,5,37
2016-02-07,2016,2,Feb,7,0,5,38
2016-02-08,2016,2,Feb,8,1,6,39
2016-02-09,2016,2,Feb,9,2,6,40
2016-02-10,2016,2,Feb,10,3,6,41
2016-02-11,2016,2,Feb,11,4,6,42
2016-02-12,2016,2,Feb,12,5,6,43
2016-02-13,2016,2,Feb,13,6,6,44
2016-02-14,2016,2,Feb,14,0,6,45
2016-02-15,2016,2,Feb,15,1,7,46
2016-02-16,2016,2,Feb,16,2,7,47
2016-02-17,2016,2,Feb,17,3,7,48
2016-02-18,2016,2,Feb,18,4,7,49
2016-02-19,2016,2,Feb,19,5,7,50
2016-02-20,2016,2,Feb,20,6,7,51
2016-02-21,2016,2,Feb,21,0,7,52
2016-02-22,2016,2,Feb,22,1,8,53
2016-02-23,2016,2,Feb,23,2,8,54
2016-02-24,2016,2,Feb,24,3,8,55
2016-02-25,2016,2,Feb,25,4,8,56
2016-02-26,2016,2,Feb,26,5,8,57
2016-02-27,2016,2,Feb,27,6,8,58
2016-02-28,2016,2,Feb,28,0,8,59
2016-02-29,2016,2,Feb,29,1,9,60
2016-03-01,2016,3,Mar,1,2,9,61
2016-03-02,2016,3,Mar,2,3,9,62
2016-03-03,2016,3,Mar,3,4,9,63
2016-03-04,2016,3,Mar,4,5,9,64
2016-03-05,2016,3,Mar,5,6,9,65
2016-03-06,2016,3,Mar,6,0,9,66
2016-03-07,2016,3,Mar,7,1,10,67
2016-03-08,2016,3,Mar,8,2,10,68
2016-03-09,2016,3,Mar,9,3,10,69
2016-03-10,2016,3,Mar,10,4,10,70
2016-03-11,2016,3,Mar,11,5,10,71
2016-03-12,2016,3,Mar,12,6,10,72
2016-03-13,2016,3,Mar,13,0,10,73
2016-03-14,2016,3,Mar,14,1,11,74
2016-03-15,2016,3,Mar,15,2,11,75
2016-03-16,2016,3,Mar,16,3,11,76
2016-03-17,2016,3,Mar,17,4,11,77
2016-03-18,2016,3,Mar,18,5,11,78
2016-03-19,2016,3,Mar,19,6,11,79
2016-03-20,2016,3,Mar,20,0,11,80
2016-03-21,2016,3,Mar,21,1,12,81
2016-03-22,2016,3,Mar,22,2,12,82
2016-03-23,2016,3,Mar,23,3,12,83
2016-03-24,2016,3,Mar,24,4,12,84
2016-03-25,2016,3,Mar,25,5,12,85
2016-03-26,2016,3,Mar,26,6,12,86
2016-03-27,2016,3,Mar,27,0,12,87
2016-03-28,2016,3,Mar,28,1,13,88
2016-03-29,2016,3,Mar,29,2,13,89
2016-03-30,2016,3,Mar,30,3,13,90
2016-03-31,2016,3,Mar,31,4,13,91
2016-04-01,2016,4,Apr,1,5,13,92
2016-04-02,2016,4,Apr,2,6,13,93
2016-04-03,2016,4,Apr,3,0,13,94
2016-04-04,2016,4,Apr,4,1,14,95
2016-04-05,2016,4,Apr,5,2,14,96
2016-04-06,2016,4,Apr,6,3,14,97
2016-04-07,2016,4,Apr,7,4,14,98
2016-04-08,2016,4,Apr,8,5,14,99
2016-04-09,2016,4,Apr,9,6,14,100
2016-04-10,2016,4,Apr,10,0,14,101
2016-04-11,2016,4,Apr,11,1,15,102
2016-04-12,2016,4,Apr,12,2,15,103
2016-04-13,2016,4,Apr,13,3,15,104
2016-04-14,2016,4,Apr,14,4,15,105
2016-04-15,2016,4,Apr,15,5,15,106
2016-04-16,2016,4,Apr,16,6,15,107
2016-04-17,2016,4,Apr,17,0,15,108
2016-04-18,2016,4,Apr,18,1,16,109
2016-04-19,2016,4,Apr,19,2,16,110
2016-04-20,2016,4,Apr,20,3,16,111
2016-04-21,2016,4,Apr,21,4,16,112
2016-04-22,2016,4,Apr,22,5,16,113
2016-04-23,2016,4,Apr,23,6,16,114
2016-04-24,2016,4,Apr,24,0,16,115
2016-04-25,2016,4,Apr,25,1,17,116
2016-04-26,2016,4,Apr,26,2,17,117
2016-04-27,2016,4,Apr,27,3,17,118
2016-04-28,2016,4,Apr,28,4,17,119
2016-04-29,2016,4,Apr,29,5,17,120
2016-04-30,2016,4,Apr,30,6,17,121
2016-05-01,2016,5,May,1,0,17,122
2016-05-02,2016,5,May,2,1,18,123
2016-05-03,2016,5,May,3,2,18,124
2016-05-04,2016,5,May,4,3,18,125
2016-05-05,2016,5,May,5,4,18,126
2016-05-06,2016,5,May,6,5,18,127
2016-05-07,2016,5,May,7,6,18,128
2016-05-08,2016,5,May,8,0,18,129
2016-05-09,2016,5,May,9,1,19,130
2016-05-10,2016,5,May,10,2,19,131
2016-05-11,2016,5,May,11,3,19,132
2016-05-12,2016,5,May,12,4,19,133
2016-05-13,2016,5,May,13,5,19,134
2016-05-14,2016,5,May,14,6,19,135
2016-05-15,2016,5,May,15,0,19,136
2016-05-16,2016,5,May,16,1,20,137
2016-05-17,2016,5,May,17,2,20,138
2016-05-18,2016,5,May,18,3,20,139
2016-05-19,2016,5,May,19,4,20,140
2016-05-20,2016,5,May,20,5,20,141
2016-05-21,2016,5,May,21,6,20,142
2016-05-22,2016,5,May,22,0,20,143
2016-05-23,2016,5,May,23,1,21,144
2016-05-24,2016,5,May,24,2,21,145
2016-05-25,2016,5,May,25,3,21,146
2016-05-26,2016,5,May,26,4,21,147
2016-05-27,2016,5,May,27,5,21,148
2016-05-28,2016,5,May,28,6,21,149
2016-05-29,2016,5,May,29,0,21,150
2016-05-30,2016,5,May,30,1,22,151
2016-05-31,2016,5,May,31,2,22,152
2016-06-01,2016,6,Jun,1,3,22,153
2016-06-02,2016,6,Jun,2,4,22,154
2016-06-03,2016,6,Jun,3,5,22,155
2016-06-04,2016,6,Jun,4,6,22,156
2016-06-05,2016,6,Jun,5,0,22,157
2016-06-06,2016,6,Jun,6,1,23,158
2016-06-07,2016,6,Jun,7,2,23,159
2016-06-08,2016,6,Jun,8,3,23,160
2016-06-09,2016,6,Jun,9,4,23,161
2016-06-10,2016,6,Jun,10,5,23,162
2016-06-11,2016,6,Jun,11,6,23,163
2016-06-12,2016,6,Jun,12,0,23,164
2016-06-13,2016,6,Jun,13,1,24,165
2016-06-14,2016,6,Jun,14,2,24,166
2016-06-15,2016,6,Jun,15,3,24,167
2016-06-16,2016,6,Jun,16,4,24,168
2016-06-17,2016,6,Jun,17,5,24,169
2016-06-18,2016,6,Jun,18,6,24,170
2016-06-19,2016,6,Jun,19,0,24,171
2016-06-20,2016,6,Jun,20,1,25,172
2016-06-21,2016,6,Jun,21,2,25,173
2016-06-22,2016,6,Jun,22,3,25,174
2016-06-23,2016,6,Jun,23,4,25,175
2016-06-24,2016,6,Jun,24,5,25,176
2016-06-25,2016,6,Jun,25,6,25,177
2016-06-26,2016,6,Jun,26,0,25,178
2016-06-27,2016,6,Jun,27,1,26,179
2016-06-28,2016,6,Jun,28,2,26,180
2016-06-29,2016,6,Jun,29,3,26,181
2016-06-30,2016,6,Jun,30,4,26,182
2016-07-01,2016,7,Jul,1,5,26,183
2016-07-02,2016,7,Jul,2,6,26,184
2016-07-03,2016,7,Jul,3,0,26,185
2016-07-04,2016,7,Jul,4,1,27,186
2016-07-05,2016,7,Jul,5,2,27,187
2016-07-06,2016,7,Jul,6,3,27,188
2016-07-07,2016,7,Jul,7,4,27,189
2016-07-08,2016,7,Jul,8,5,27,190
2016-07-09,2016,7,Jul,9,6,27,191
2016-07-10,2016,7,Jul,10,0,27,192
2016-07-11,2016,7,Jul,11,1,28,193
2016-07-12,2016,7,Jul,12,2,28,194
2016-07-13,2016,7,Jul,13,3,28,195
2016-07-14,2016,7,Jul,14,4,28,196
2016-07-15,2016,7,Jul,15,5,28,197
2016-07-16,2016,7,Jul,16,6,28,198
2016-07-17,2016,7,Jul,17,0,28,199
2016-07-18,2016,7,Jul,18,1,29,200
2016-07-19,2016,7,Jul,19,2,29,201
2016-07-20,2016,7,Jul,20,3,29,202
2016-07-21,2016,7,Jul,21,4,29,203
2016-07-22,2016,7,Jul,22,5,29,204
2016-07-23,2016,7,Jul,23,6,29,205
2016-07-24,2016,7,Jul,24,0,29,206
2016-07-25,2016,7,Jul,25,1,30,207
2016-07-26,2016,7,Jul,26,2,30,208
2016-07-27,2016,7,Jul,27,3,30,209
2016-07-28,2016,7,Jul,28,4,30,210
2016-07-29,2016,7,Jul,29,5,30,211
2016-07-30,2016,7,Jul,30,6,30,212
2016-07-31,2016,7,Jul,31,0,30,213
2016-08-01,2016,8,Aug,1,1,31,214
2016-08-02,2016,8,Aug,2,2,31,215
2016-08-03,2016,8,Aug,3,3,31,216
2016-08-04,2016,8,Aug,4,4,31,217
2016-08-05,2016,8,Aug,5,5,31,218
2016-08-06,2016,8,Aug,6,6,31,219
2016-08-07,2016,8,Aug,7,0,31,220
2016-08-08,2016,8,Aug,8,1,32,221
2016-08-09,2016,8,Aug,9,2,32,222
2016-08-10,2016,8,Aug,10,3,32,223
2016-08-11,2016,8,Aug,11,4,32,224
2016-08-12,2016,8,Aug,12,5,32,225
2016-08-13,2016,8,Aug,13,6,32,226
2016-08-14,2016,8,Aug,14,0,32,227
2016-08-15,2016,8,Aug,15,1,33,228
2016-08-16,2016,8,Aug,16,2,33,229
2016-08-17,2016,8,Aug,17,3,33,230
2016-08-18,2016,8,Aug,18,4,33,231
2016-08-19,2016,8,Aug,19,5,33,232
2016-08-20,2016,8,Aug,20,6,33,233
2016-08-21,2016,8,Aug,21,0,33,234
2016-08-22,2016,8,Aug,22,1,34,235
2016-08-23,2016,8,Aug,23,2,34,236
2016-08-24,2016,8,Aug,24,3,34,237
2016-08-25,2016,8,Aug,25,4,34,238
2016-08-26,2016,8,Aug,26,5,34,239
2016-08-27,2016,8,Aug,27,6,34,240
2016-08-28,2016,8,Aug,28,0,34,241
2016-08-29,2016,8,Aug,29,1,35,242
2016-08-30,2016,8,Aug,30,2,35,243
2016-08-31,2016,8,Aug,31,3,35,244
2016-09-01,2016,9,Sep,1,4,35,245
2016-09-02,2016,9,Sep,2,5,35,246
2016-09-03,2016,9,Sep,3,6,35,247
2016-09-04,2016,9,Sep,4,0,35,248
2016-09-05,2016,9,Sep,5,1,36,249
2016-09-06,2016,9,Sep,6,2,36,250
2016-09-07,2016,9,Sep,7,3,36,251
2016-09-08,2016,9,Sep,8,4,36,252
2016-09-09,2016,9,Sep,9,5,36,253
2016-09-10,2016,9,Sep,10,6,36,254
2016-09-11,2016,9,Sep,11,0,36,255
2016-09-12,2016,9,Sep,12,1,37,256
2016-09-13,2016,9,Sep,13,2,37,257
2016-09-14,2016,9,Sep,14,3,37,258
2016-09-15,2016,9,Sep,15,4,37,259
2016-09-16,2016,9,Sep,16,5,37,260
2016-09-17,2016,9,Sep,17,6,37,261
2016-09-18,2016,9,Sep,18,0,37,262
2016-09-19,2016,9,Sep,19,1,38,263
2016-09-20,2016,9,Sep,20,2,38,264
2016-09-21,2016,9,Sep,21,3,38,265
2016-09-22,2016,9,Sep,22,4,38,266
2016-09-23,2016,9,Sep,23,5,38,267
2016-09-24,2016,9,Sep,24,6,38,268
2016-09-25,2016,9,Sep,25,0,38,269
2016-09-26,2016,9,Sep,26,1,39,270
2016-09-27,2016,9,Sep,27,2,39,271
2016-09-28,2016,9,Sep,28,3,39,272
2016-09-29,2016,9,Sep,29,4,39,273
2016-09-30,2016,9,Sep,30,5,39,274
2016-10-01,2016,10,Oct,1,6,39,275
2016-10-02,2016,10,Oct,2,0,39,276
2016-10-03,2016,10,Oct,3,1,40,277
2016-10-04,2016,10,Oct,4,2,40,278
2016-10-05,2016,10,Oct,5,3,40,279
2016-10-06,2016,10,Oct,6,4,40,280
2016-10-07,2016,10,Oct,7,5,40,281
2016-10-08,2016,10,Oct,8,6,40,282
2016-10-09,2016,10,Oct,9,0,40,283
2016-10-10,2016,10,Oct,10,1,41,284
2016-10-11,2016,10,Oct,11,2,41,285
2016-10-12,2016,10,Oct,12,3,41,286
2016-10-13,2016,10,Oct,13,4,41,287
2016-10-14,2016,10,Oct,14,5,41,288
2016-10-15,2016,10,Oct,15,6,41,289
2016-10-16,2016,10,Oct,16,0,41,290
2016-10-17,2016,10,Oct,17,1,42,291
2016-10-18,2016,10,Oct,18,2,42,292
2016-10-19,2016,10,Oct,19,3,42,293
2016-10-20,2016,10,Oct,20,4,42,294
2016-10-21,2016,10,Oct,21,5,42,295
2016-10-22,2016,10,Oct,22,6,42,296
2016-10-23,2016,10,Oct,23,0,42,297
2016-10-24,2016,10,Oct,24,1,43,298
2016-10-25,2016,10,Oct,25,2,43,299
2016-10-26,2016,10,Oct,26,3,43,300
2016-10-27,2016,10,Oct,27,4,43,301
2016-10-28,2016,10,Oct,28,5,43,302
2016-10-29,2016,10,Oct,29,6,43,303
2016-10-30,2016,10,Oct,30,0,43,304
2016-10-31,2016,10,Oct,31,1,44,305
2016-11-01,2016,11,Nov,1,2,44,306
2016-11-02,2016,11,Nov,2,3,44,307
2016-11-03,2016,11,Nov,3,4,44,308
2016-11-04,2016,11,Nov,4,5,44,309
2016-11-05,2016,11,Nov,5,6,44,310
2016-11-06,2016,11,Nov,6,0,44,311
2016-11-07,2016,11,Nov,7,1,45,312
2016-11-08,2016,11,Nov,8,2,45,313
2016-11-09,2016,11,Nov,9,3,45,314
2016-11-10,2016,11,Nov,10,4,45,315
2016-11-11,2016,11,Nov,11,5,45,316
2016-11-12,2016,11,Nov,12,6,45,317
2016-11-13,2016,11,Nov,13,0,45,318
2016-11-14,2016,11,Nov,14,1,46,319
2016-11-15,2016,11,Nov,15,2,46,320
2016-11-16,2016,11,Nov,16,3,46,321
2016-11-17,2016,11,Nov,17,4,46,322
2016-11-18,2016,11,Nov,18,5,46,323
2016-11-19,2016,11,Nov,19,6,46,324
2016-11-20,2016,11,Nov,20,0,46,325
2016-11-21,2016,11,Nov,21,1,47,326
2016-11-22,2016,11,Nov,22,2,47,327
2016-11-23,2016,11,Nov,23,3,47,328
2016-11-24,2016,11,Nov,24,4,47,329
2016-11-25,2016,11,Nov,25,5,47,330
2016-11-26,2016,11,Nov,26,6,47,331
2016-11-27,2016,11,Nov,27,0,47,332
2016-11-28,2016,11,Nov,28,1,48,333
2016-11-29,2016,11,Nov,29,2,48,334
2016-11-30,2016,11,Nov,30,3,48,335
2016-12-01,2016,12,Dec,1,4,48,336
2016-12-02,2016,12,Dec,2,5,48,337
2016-12-03,2016,12,Dec,3,6,48,338
2016-12-04,2016,12,Dec,4,0,48,339
2016-12-05,2016,12,Dec,5,1,49,340
2016-12-06,2016,12,Dec,6,2,49,341
2016-12-07,2016,12,Dec,7,3,49,342
2016-12-08,2016,12,Dec,8,4,49,343
2016-12-09,2016,12,Dec,9,5,49,344
2016-12-10,2016,12,Dec,10,6,49,345
2016-12-11,2016,12,Dec,11,0,49,346
2016-12-12,2016,12,Dec,12,1,50,347
2016-12-13,2016,12,Dec,13,2,50,348
2016-12-14,2016,12,Dec,14,3,50,349
2016-12-15,2016,12,Dec,15,4,50,350
2016-12-16,2016,12,Dec,16,5,50,351
2016-12-17,2016,12,Dec,17,6,50,352
2016-12-18,2016,12,Dec,18,0,50,353
2016-12-19,2016,12,Dec,19,1,51,354
2016-12-20,2016,12,Dec,20,2,51,355
2016-12-21,2016,12,Dec,21,3,51,356
2016-12-22,2016,12,Dec,22,4,51,357
2016-12-23,2016,12,Dec,23,5,51,358
2016-12-24,2016,12,Dec,24,6,51,359
2016-12-25,2016,12,Dec,25,0,51,360
2016-12-26,2016,12,Dec,26,1,52,361
2016-12-27,2016,12,Dec,27,2,52,362
2016-12-28,2016,12,Dec,28,3,52,363
2016-12-29,2016,12,Dec,29,4,52,364
2016-12-30,2016,12,Dec,30,5,52,365
2016-12-31,2016,12,Dec,31,6,52,366
2017-01-01,2017,1,Jan,1,0,52,1
2017-01-02,2017,1,Jan,2,1,1,2
2017-01-03,2017,1,Jan,3,2,1,3
2017-01-04,2017,1,Jan,4,3,1,4
2017-01-05,2017,1,Jan,5,4,1,5
2017-01-06,2017,1,Jan,6,5,1,6
2017-01-07,2017,1,Jan,7,6,1,7
2017-01-08,2017,1,Jan,8,0,1,8
2017-01-09,2017,1,Jan,9,1,2,9
2017-01-10,2017,1,Jan,10,2,2,10
2017-01-11,2017,1,Jan,11,3,2,11
2017-01-12,2017,1,Jan,12,4,2,12
2017-01-13,2017,1,Jan,13,5,2,13
2017-01-14,2017,1,Jan,14,6,2,14
2017-01-15,2017,1,Jan,15,0,2,15
2017-01-16,2017,1,Jan,16,1,3,16
2017-01-17,2017,1,Jan,17,2,3,17
2017-01-18,2017,1,Jan,18,3,3,18
2017-01-19,2017,1,Jan,19,4,3,19
2017-01-20,2017,1,Jan,20,5,3,20
2017-01-21,2017,1,Jan,21,6,3,21
2017-01-22,2017,1,Jan,22,0,3,22
2017-01-23,2017,1,Jan,23,1,4,23
2017-01-24,2017,1,Jan,24,2,4,24
2017-01-25,2017,1,Jan,25,3,4,25
2017-01-26,2017,1,Jan,26,4,4,26
2017-01-27,2017,1,Jan,27,5,4,27
2017-01-28,2017,1,Jan,28,6,4,28
2017-01-29,2017,1,Jan,29,0,4,29
2017-01-30,2017,1,Jan,30,1,5,30
2017-01-31,2017,1,Jan,31,2,5,31
2017-02-01,2017,2,Feb,1,3,5,32
2017-02-02,2017,2,Feb,2,4,5,33
2017-02-03,2017,2,Feb,3,5,5,34
2017-02-04,2017,2,Feb,4,6,5,35
2017-02-05,2017,2,Feb,5,0,5,36
2017-02-06,2017,2,Feb,6,1,6,37
2017-02-07,2017,2,Feb,7,2,6,38
2017-02-08,2017,2,Feb,8,3,6,39
2017-02-09,2017,2,Feb,9,4,6,40
2017-02-10,2017,2,Feb,10,5,6,41
2017-02-11,2017,2,Feb,11,6,6,42
2017-02-12,2017,2,Feb,12,0,6,43
2017-02-13,2017,2,Feb,13,1,7,44
2017-02-14,2017,2,Feb,14,2,7,45
2017-02-15,2017,2,Feb,15,3,7,46
2017-02-16,2017,2,Feb,16,4,7,47
2017-02-17,2017,2,Feb,17,5,7,48
2017-02-18,2017,2,Feb,18,6,7,49
2017-02-19,2017,2,Feb,19,0,7,50
2017-02-20,2017,2,Feb,20,1,8,51
2017-02-21,2017,2,Feb,21,2,8,52
2017-02-22,2017,2,Feb,22,3,8,53
2017-02-23,2017,2,Feb,23,4,8,54
2017-02-24,2017,2,Feb,24,5,8,55
2017-02-25,2017,2,Feb,25,6,8,56
2017-02-26,2017,2,Feb,26,0,8,57
2017-02-27,2017,2,Feb,27,1,9,58
2017-02-28,2017,2,Feb,28,2,9,59
2017-03-01,2017,3,Mar,1,3,9,60
2017-03-02,2017,3,Mar,2,4,9,61
2017-03-03,2017,3,Mar,3,5,9,62
